trial,word,word_id,list,image_file,trial_start_epoch_ms,image_onset_ms,image_onset_epoch_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,image_onset_ms_rel,onset_ms_from_recording_start,latency_ms_from_image_onset,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
1,cinta,8,1,cinta.jpg,1769598756079,0.200,1769598756079.2,0.200,6008.200,1769598756079.2,1769598762087.2,1500,025,025_cinta.wav,0.000,1992.646,1992.646,ok,-40.000,false,
2,lechuga,18,2,lechuga.jpg,1769598763601,0.200,1769598763601.2,0.200,6013.800,1769598763601.2,1769598769614.8,1500,025,025_lechuga.wav,0.000,1458.750,1458.750,ok,-40.000,false,
3,manzana,1,1,manzana.jpg,1769598771125,0.200,1769598771125.2,0.200,6013.800,1769598771125.2,1769598777138.8,1500,025,025_manzana.wav,0.000,1365.813,1365.813,ok,-40.000,false,
4,gato,21,2,gato.jpg,1769598778652,0.200,1769598778652.2,0.200,6015.300,1769598778652.2,1769598784667.3,1500,025,025_gato.wav,0.000,1262.063,1262.063,ok,-40.000,false,
5,sandía,5,1,sandia.jpg,1769598786179,0.300,1769598786179.3,0.300,6016.600,1769598786179.3,1769598792195.6,1500,025,025_sandía.wav,0.000,1520.292,1520.292,ok,-40.000,false,
6,cebolla,14,2,cebolla.jpg,1769598793705,0.200,1769598793705.2,0.200,6017.500,1769598793705.2,1769598799722.5,1500,025,025_cebolla.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
7,tiza,10,1,tiza.jpg,1769598801237,0.200,1769598801237.2,0.200,6016.000,1769598801237.2,1769598807253,1500,025,025_tiza.wav,0.000,2185.458,2185.458,ok,-40.000,false,
8,conejo,20,2,conejo.jpg,1769598808767,0.200,1769598808767.2,0.200,6017.700,1769598808767.2,1769598814784.7,1500,025,025_conejo.wav,0.000,3038.396,3038.396,ok,-40.000,false,
9,oso,2,1,oso.jpg,1769598816299,0.200,1769598816299.2,0.200,6016.100,1769598816299.2,1769598822315.1,1500,025,025_oso.wav,0.000,1017.187,1017.187,ok,-40.000,false,
10,lápiz,19,2,lapiz.jpg,1769598823830,0.400,1769598823830.4,0.400,6016.700,1769598823830.4,1769598829846.7,1500,025,025_lápiz.wav,0.000,1799.396,1799.396,ok,-40.000,false,
11,grapadora,7,1,grapadora.jpg,1769598831361,0.300,1769598831361.3,0.300,6015.800,1769598831361.3,1769598837376.8,1500,025,025_grapadora.wav,0.000,2433.563,2433.563,ok,-40.000,false,
12,naranja,22,2,naranja.jpg,1769598838891,0.200,1769598838891.2,0.200,6016.100,1769598838891.2,1769598844907.1,1500,025,025_naranja.wav,0.000,1115.021,1115.021,ok,-40.000,false,
13,reloj,3,1,reloj.jpg,1769598846422,0.100,1769598846422.1,0.100,6017.300,1769598846422.1,1769598852439.3,1500,025,025_reloj.wav,0.000,1040.979,1040.979,ok,-40.000,false,
14,ardilla,16,2,ardilla.jpg,1769598853952,0.400,1769598853952.4,0.400,6017.000,1769598853952.4,1769598859969,1500,025,025_ardilla.wav,0.000,1703.146,1703.146,ok,-40.000,false,
15,elote,12,1,elote.jpg,1769598861483,0.300,1769598861483.3,0.300,6017.600,1769598861483.3,1769598867500.6,1500,025,025_elote.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
16,hongos,13,2,hongos.jpg,1769598869012,0.200,1769598869012.2,0.200,6014.700,1769598869012.2,1769598875026.7,1500,025,025_hongos.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
17,fresas,9,1,fresas.jpg,1769598876542,0.200,1769598876542.2,0.200,6017.200,1769598876542.2,1769598882559.2,1500,025,025_fresas.wav,0.000,2630.292,2630.292,ok,-40.000,false,
18,basurero,23,2,basurero.jpg,1769598884073,0.300,1769598884073.3,0.300,6014.400,1769598884073.3,1769598890087.4,1500,025,025_basurero.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
19,caballo,11,1,caballo.jpg,1769598891602,0.200,1769598891602.2,0.200,6018.800,1769598891602.2,1769598897620.8,1500,025,025_caballo.wav,0.000,1383.500,1383.500,ok,-40.000,false,
20,pez,24,2,pez.jpg,1769598899133,0.200,1769598899133.2,0.200,6013.800,1769598899133.2,1769598905146.8,1500,025,025_pez.wav,0.000,2781.354,2781.354,ok,-40.000,false,
21,pato,6,1,pato.jpg,1769598906661,0.300,1769598906661.3,0.300,6015.000,1769598906661.3,1769598912676,1500,025,025_pato.wav,0.000,2106.104,2106.104,ok,-40.000,false,
22,cuaderno,15,2,cuaderno.jpg,1769598914190,0.300,1769598914190.3,0.300,6013.500,1769598914190.3,1769598920203.5,1500,025,025_cuaderno.wav,0.000,1815.938,1815.938,ok,-40.000,false,
23,tijeras,4,1,tijeras.jpg,1769598921716,0.100,1769598921716.1,0.100,6016.700,1769598921716.1,1769598927732.7,1500,025,025_tijeras.wav,0.000,1926.208,1926.208,ok,-40.000,false,
24,loro,17,2,loro.jpg,1769598929248,0.300,1769598929248.3,0.300,6015.800,1769598929248.3,1769598935263.8,1500,025,025_loro.wav,0.000,1198.917,1198.917,ok,-40.000,false,
