trial,word,word_id,list,image_file,trial_start_epoch_ms,image_onset_ms,image_onset_epoch_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,image_onset_ms_rel,onset_ms_from_recording_start,latency_ms_from_image_onset,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
1,cuaderno,15,2,cuaderno.jpg,1769742190585,0.500,1769742190585.5,0.500,6014.200,1769742190585.5,1769742196599.2,1500,34,34_cuaderno.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
2,reloj,3,1,reloj.jpg,1769742198104,0.200,1769742198104.2,0.200,6012.500,1769742198104.2,1769742204116.5,1500,34,34_reloj.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
3,conejo,20,2,conejo.jpg,1769742205628,0.300,1769742205628.3,0.300,6011.900,1769742205628.3,1769742211639.9,1500,34,34_conejo.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
4,grapadora,7,1,grapadora.jpg,1769742213152,0.400,1769742213152.4,0.400,6010.400,1769742213152.4,1769742219162.4,1500,34,34_grapadora.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
5,lechuga,18,2,lechuga.jpg,1769742220675,0.300,1769742220675.3,0.300,6010.800,1769742220675.3,1769742226685.8,1500,34,34_lechuga.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
6,sandía,5,1,sandia.jpg,1769742228200,0.300,1769742228200.3,0.300,6015.200,1769742228200.3,1769742234215.2,1500,34,34_sandía.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
7,hongos,13,2,hongos.jpg,1769742235723,0.300,1769742235723.3,0.300,6013.000,1769742235723.3,1769742241736,1500,34,34_hongos.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
8,elote,12,1,elote.jpg,1769742243247,0.200,1769742243247.2,0.200,6012.700,1769742243247.2,1769742249259.7,1500,34,34_elote.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
9,pez,24,2,pez.jpg,1769742250772,0.300,1769742250772.3,0.300,6017.300,1769742250772.3,1769742256789.3,1500,34,34_pez.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
10,fresas,9,1,fresas.jpg,1769742258302,0.300,1769742258302.3,0.300,6007.100,1769742258302.3,1769742264309.1,1500,34,34_fresas.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
11,naranja,22,2,naranja.jpg,1769742265822,0.300,1769742265822.3,0.300,6014.400,1769742265822.3,1769742271836.4,1500,34,34_naranja.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
12,cinta,8,1,cinta.jpg,1769742273348,0.400,1769742273348.4,0.400,6012.500,1769742273348.4,1769742279360.5,1500,34,34_cinta.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
13,gato,21,2,gato.jpg,1769742280873,0.300,1769742280873.3,0.300,6007.600,1769742280873.3,1769742286880.6,1500,34,34_gato.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
14,oso,2,1,oso.jpg,1769742288391,0.300,1769742288391.3,0.300,6010.000,1769742288391.3,1769742294401,1500,34,34_oso.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
15,ardilla,16,2,ardilla.jpg,1769742295914,0.300,1769742295914.3,0.300,6008.100,1769742295914.3,1769742301922.1,1500,34,34_ardilla.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
16,tijeras,4,1,tijeras.jpg,1769742303431,0.200,1769742303431.2,0.200,6009.700,1769742303431.2,1769742309440.7,1500,34,34_tijeras.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
17,loro,17,2,loro.jpg,1769742310954,0.200,1769742310954.2,0.200,6013.900,1769742310954.2,1769742316967.9,1500,34,34_loro.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
18,manzana,1,1,manzana.jpg,1769742318481,0.400,1769742318481.4,0.400,6007.400,1769742318481.4,1769742324488.4,1500,34,34_manzana.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
19,lápiz,19,2,lapiz.jpg,1769742326001,0.300,1769742326001.3,0.300,6010.400,1769742326001.3,1769742332011.4,1500,34,34_lápiz.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
20,caballo,11,1,caballo.jpg,1769742333524,0.200,1769742333524.2,0.200,6010.300,1769742333524.2,1769742339534.3,1500,34,34_caballo.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
21,basurero,23,2,basurero.jpg,1769742341045,0.200,1769742341045.2,0.200,6009.000,1769742341045.2,1769742347054,1500,34,34_basurero.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
22,pato,6,1,pato.jpg,1769742348564,0.300,1769742348564.3,0.300,6013.500,1769742348564.3,1769742354577.5,1500,34,34_pato.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
23,cebolla,14,2,cebolla.jpg,1769742356083,0.300,1769742356083.3,0.300,6009.800,1769742356083.3,1769742362092.8,1500,34,34_cebolla.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
24,tiza,10,1,tiza.jpg,1769742363604,0.200,1769742363604.2,0.200,6011.500,1769742363604.2,1769742369615.5,1500,34,34_tiza.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
