trial,attempt,voice,word,word_id,list,audio_file,trial_start_epoch_ms,playback_onset_ms,playback_end_ms,stimulus_duration_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,playback_end_ms_rel,onset_ms_from_recording_start,latency_ms_from_playback_end,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
1,1,female,cinta,8,1,Target_Stimuli/female/cinta.mp3,1771318619426,0.000,809.875,809.875,0.000,6025.400,1771318619426,1771318625451.4,1500,73,73_trial1_female_cinta.wav,809.875,3241.458,2431.583,ok,-40.000,false,
2,1,female,lápiz,19,2,Target_Stimuli/female/lapiz.mp3,1771318626974,0.000,897.875,897.875,0.000,6015.700,1771318626974,1771318632989.7,1500,73,73_trial2_female_lapiz.wav,897.875,1736.333,838.458,ok,-40.000,false,
3,1,male,reloj,3,1,Target_Stimuli/male/reloj.mp3,1771318634503,0.100,965.100,965.000,0.000,6024.800,1771318634503,1771318640527.8,1500,73,73_trial3_male_reloj.wav,965.100,,,no_speech_detected,-10.789,true,No onset above threshold after playback end
4,1,male,naranja,22,2,Target_Stimuli/male/naranja.mp3,1771318642055,0.600,1121.600,1121.000,0.000,6022.500,1771318642055,1771318648077.5,1500,73,73_trial4_male_naranja.wav,1121.600,1655.729,534.129,ok,-40.000,false,
5,1,male,grapadora,7,1,Target_Stimuli/male/grapadora.mp3,1771318649593,0.000,1216.000,1216.000,0.000,6027.500,1771318649593,1771318655620.5,1500,73,73_trial5_male_grapadora.wav,1216.000,3861.521,2645.521,ok,-40.000,false,
6,1,male,hongos,13,2,Target_Stimuli/male/hongos.mp3,1771318657137,0.200,958.200,958.000,0.000,6018.500,1771318657137,1771318663155.5,1500,73,73_trial6_male_hongos.wav,958.200,1677.188,718.988,ok,-40.000,false,
7,1,male,manzana,1,1,Target_Stimuli/male/manzana.mp3,1771318664672,0.100,1164.100,1164.000,0.000,6013.700,1771318664672,1771318670685.7,1500,73,73_trial7_male_manzana.wav,1164.100,2062.354,898.254,ok,-40.000,false,
8,1,male,basurero,23,2,Target_Stimuli/male/basurero.mp3,1771318672207,0.200,1192.200,1192.000,0.000,6018.500,1771318672207,1771318678225.5,1500,73,73_trial8_male_basurero.wav,1192.200,1733.146,540.946,ok,-40.000,false,
9,1,female,tiza,10,1,Target_Stimuli/female/tiza.mp3,1771318679754,0.200,797.075,796.875,0.000,6024.300,1771318679754,1771318685778.3,1500,73,73_trial9_female_tiza.wav,797.075,2538.167,1741.092,ok,-40.000,false,
10,1,female,ardilla,16,2,Target_Stimuli/female/ardilla.mp3,1771318687304,0.100,999.975,999.875,0.000,6026.100,1771318687304,1771318693330.1,1500,73,73_trial10_female_ardilla.wav,999.975,2124.354,1124.379,ok,-40.000,false,
11,1,female,pato,6,1,Target_Stimuli/female/pato.mp3,1771318694848,0.200,744.075,743.875,0.100,6024.800,1771318694848.1,1771318700872.8,1500,73,73_trial11_female_pato.wav,743.975,922.792,178.817,ok,-40.000,false,
12,1,female,conejo,20,2,Target_Stimuli/female/conejo.mp3,1771318702388,0.100,944.975,944.875,0.100,6015.400,1771318702388.1,1771318708403.4,1500,73,73_trial12_female_conejo.wav,944.875,1766.250,821.375,ok,-40.000,false,
13,1,male,fresas,9,1,Target_Stimuli/male/fresas.mp3,1771318709934,0.100,1002.100,1002.000,0.000,6018.200,1771318709934,1771318715952.2,1500,73,73_trial13_male_fresas.wav,1002.100,,,no_speech_detected,-16.933,true,No onset above threshold after playback end
14,1,male,cebolla,14,2,Target_Stimuli/male/cebolla.mp3,1771318717470,0.100,881.100,881.000,0.100,6024.400,1771318717470.1,1771318723494.4,1500,73,73_trial14_male_cebolla.wav,881.000,1894.813,1013.813,ok,-40.000,false,
15,1,male,elote,12,1,Target_Stimuli/male/elote.mp3,1771318725020,0.200,923.200,923.000,0.100,6023.400,1771318725020.1,1771318731043.4,1500,73,73_trial15_male_elote.wav,923.100,3436.292,2513.192,ok,-40.000,false,
16,1,female,loro,17,2,Target_Stimuli/female/loro.mp3,1771318732570,0.100,869.975,869.875,0.000,6017.700,1771318732570,1771318738587.7,1500,73,73_trial16_female_loro.wav,869.975,1878.708,1008.733,ok,-40.000,false,
17,1,female,sandía,5,1,Target_Stimuli/female/sandia.mp3,1771318740108,0.100,1075.975,1075.875,0.100,6016.800,1771318740108.1,1771318746124.8,1500,73,73_trial17_female_sandia.wav,1075.875,2949.542,1873.667,ok,-40.000,false,
18,1,female,pez,24,2,Target_Stimuli/female/pez.mp3,1771318747647,0.100,595.975,595.875,0.100,6026.100,1771318747647.1,1771318753673.1,1500,73,73_trial18_female_pez.wav,595.875,1771.250,1175.375,ok,-40.000,false,
19,1,male,caballo,11,1,Target_Stimuli/male/caballo.mp3,1771318755201,0.100,880.100,880.000,0.000,6013.900,1771318755201,1771318761214.9,1500,73,73_trial19_male_caballo.wav,880.100,,,no_speech_detected,-11.662,true,No onset above threshold after playback end
20,1,male,cuaderno,15,2,Target_Stimuli/male/cuaderno.mp3,1771318762731,0.200,993.200,993.000,0.000,6016.100,1771318762731,1771318768747.1,1500,73,73_trial20_male_cuaderno.wav,993.200,,,no_speech_detected,-12.845,true,No onset above threshold after playback end
21,1,female,oso,2,1,Target_Stimuli/female/oso.mp3,1771318770267,0.200,806.075,805.875,0.100,6025.000,1771318770267.1,1771318776292,1500,73,73_trial21_female_oso.wav,805.975,1757.542,951.567,ok,-40.000,false,
22,1,male,lechuga,18,2,Target_Stimuli/male/lechuga.mp3,1771318777820,0.000,1063.000,1063.000,0.000,6025.500,1771318777820,1771318783845.5,1500,73,73_trial22_male_lechuga.wav,1063.000,2118.479,1055.479,ok,-40.000,false,
23,1,female,tijeras,4,1,Target_Stimuli/female/tijeras.mp3,1771318785368,0.100,1007.975,1007.875,0.000,6018.500,1771318785368,1771318791386.5,1500,73,73_trial23_female_tijeras.wav,1007.975,2560.438,1552.463,ok,-40.000,false,
24,1,female,gato,21,2,Target_Stimuli/female/gato.mp3,1771318792917,0.100,855.975,855.875,0.100,6024.400,1771318792917.1,1771318798941.4,1500,73,73_trial24_female_gato.wav,855.875,2561.854,1705.979,ok,-40.000,false,
