trial,word,word_id,list,image_file,trial_start_epoch_ms,image_onset_ms,image_onset_epoch_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,image_onset_ms_rel,onset_ms_from_recording_start,latency_ms_from_image_onset,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
1,conejo,20,2,conejo.jpg,1769487215802,0.300,1769487215802.3,0.300,6021.900,1769487215802.3,1769487221823.9,1500,26,26_conejo.wav,0.000,80.854,80.854,ok,-40.000,false,
2,tijeras,4,1,tijeras.jpg,1769487223349,0.200,1769487223349.2,0.300,6020.000,1769487223349.3,1769487229369,1500,26,26_tijeras.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
3,naranja,22,2,naranja.jpg,1769487230899,0.300,1769487230899.3,0.300,6014.200,1769487230899.3,1769487236913.2,1500,26,26_naranja.wav,0.000,1688.771,1688.771,ok,-40.000,false,
4,sandía,5,1,sandia.jpg,1769487238441,0.200,1769487238441.2,0.200,6018.300,1769487238441.2,1769487244459.3,1500,26,26_sandía.wav,0.000,2633.229,2633.229,ok,-40.000,false,
5,hongos,13,2,hongos.jpg,1769487245994,0.300,1769487245994.3,0.300,6022.400,1769487245994.3,1769487252016.4,1500,26,26_hongos.wav,0.000,2312.625,2312.625,ok,-40.000,false,
6,fresas,9,1,fresas.jpg,1769487253548,0.200,1769487253548.2,0.200,6015.300,1769487253548.2,1769487259563.3,1500,26,26_fresas.wav,0.000,2041.417,2041.417,ok,-40.000,false,
7,cuaderno,15,2,cuaderno.jpg,1769487261084,0.200,1769487261084.2,0.200,6021.000,1769487261084.2,1769487267105,1500,26,26_cuaderno.wav,0.000,1733.479,1733.479,ok,-40.000,false,
8,grapadora,7,1,grapadora.jpg,1769487268626,0.200,1769487268626.2,0.200,6022.000,1769487268626.2,1769487274648,1500,26,26_grapadora.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
9,loro,17,2,loro.jpg,1769487276173,0.100,1769487276173.1,0.100,6020.900,1769487276173.1,1769487282193.9,1500,26,26_loro.wav,0.000,1118.938,1118.938,ok,-40.000,false,
10,elote,12,1,elote.jpg,1769487283717,0.200,1769487283717.2,0.200,6015.700,1769487283717.2,1769487289732.7,1500,26,26_elote.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
11,pez,24,2,pez.jpg,1769487291256,0.200,1769487291256.2,0.200,6025.200,1769487291256.2,1769487297281.2,1500,26,26_pez.wav,0.000,3972.375,3972.375,ok,-40.000,false,
12,oso,2,1,oso.jpg,1769487298803,0.200,1769487298803.2,0.200,6017.600,1769487298803.2,1769487304820.6,1500,26,26_oso.wav,0.000,1511.313,1511.313,ok,-40.000,false,
13,basurero,23,2,basurero.jpg,1769487306349,0.200,1769487306349.2,0.200,6015.800,1769487306349.2,1769487312364.8,1500,26,26_basurero.wav,0.000,1831.479,1831.479,ok,-40.000,false,
14,cinta,8,1,cinta.jpg,1769487313889,0.300,1769487313889.3,0.300,6029.500,1769487313889.3,1769487319918.5,1500,26,26_cinta.wav,0.000,1817.792,1817.792,ok,-40.000,false,
15,ardilla,16,2,ardilla.jpg,1769487321447,0.300,1769487321447.3,0.300,6021.700,1769487321447.3,1769487327468.7,1500,26,26_ardilla.wav,0.000,2985.417,2985.417,ok,-40.000,false,
16,caballo,11,1,caballo.jpg,1769487328989,0.100,1769487328989.1,0.100,6023.300,1769487328989.1,1769487335012.3,1500,26,26_caballo.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
17,cebolla,14,2,cebolla.jpg,1769487336538,0.200,1769487336538.2,0.200,6027.000,1769487336538.2,1769487342565,1500,26,26_cebolla.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
18,reloj,3,1,reloj.jpg,1769487344087,0.000,1769487344087,0.000,6017.300,1769487344087,1769487350104.3,1500,26,26_reloj.wav,0.000,1777.896,1777.896,ok,-40.000,false,
19,lápiz,19,2,lapiz.jpg,1769487351636,0.200,1769487351636.2,0.200,6022.100,1769487351636.2,1769487357658.1,1500,26,26_lápiz.wav,0.000,1258.688,1258.688,ok,-40.000,false,
20,pato,6,1,pato.jpg,1769487359190,0.100,1769487359190.1,0.100,6028.000,1769487359190.1,1769487365218,1500,26,26_pato.wav,0.000,2174.938,2174.938,ok,-40.000,false,
21,gato,21,2,gato.jpg,1769487366742,0.200,1769487366742.2,0.200,6029.700,1769487366742.2,1769487372771.7,1500,26,26_gato.wav,0.000,2365.938,2365.938,ok,-40.000,false,
22,manzana,1,1,manzana.jpg,1769487374299,0.300,1769487374299.3,0.300,6013.900,1769487374299.3,1769487380312.9,1500,26,26_manzana.wav,0.000,3698.646,3698.646,ok,-40.000,false,
23,lechuga,18,2,lechuga.jpg,1769487381835,0.200,1769487381835.2,0.200,6014.500,1769487381835.2,1769487387849.5,1500,26,26_lechuga.wav,0.000,5529.063,5529.063,ok,-40.000,false,
24,tiza,10,1,tiza.jpg,1769487389369,0.300,1769487389369.3,0.300,6019.100,1769487389369.3,1769487395388.1,1500,26,26_tiza.wav,0.000,,,no_speech_detected,-45.000,true,No onset above threshold after image onset
