trial,attempt,voice,word,word_id,list,audio_file,trial_start_epoch_ms,playback_onset_ms,playback_end_ms,stimulus_duration_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,playback_end_ms_rel,onset_ms_from_recording_start,latency_ms_from_playback_end,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
1,1,male,cuaderno,15,2,Target_Stimuli/male/cuaderno.mp3,1769857585082,0.500,993.500,993.000,0.500,6010.000,1769857585082.5,1769857591092,1500,28,28_trial1_male_cuaderno.wav,993.000,1612.375,619.375,ok,-40.000,false,
2,1,male,tiza,10,1,Target_Stimuli/male/tiza.mp3,1769857592600,0.100,797.100,797.000,0.000,6018.200,1769857592600,1769857598618.2,1500,28,28_trial2_male_tiza.wav,797.100,2231.000,1433.900,ok,-40.000,false,
3,1,female,basurero,23,2,Target_Stimuli/female/basurero.mp3,1769857600143,0.200,1192.075,1191.875,0.100,6016.700,1769857600143.1,1769857606159.7,1500,28,28_trial3_female_basurero.wav,1191.975,2038.479,846.504,ok,-40.000,false,
4,1,female,reloj,3,1,Target_Stimuli/female/reloj.mp3,1769857607676,0.100,964.975,964.875,0.000,6029.400,1769857607676,1769857613705.4,1500,28,28_trial4_female_reloj.wav,964.975,1272.792,307.817,ok,-40.000,false,
5,1,male,loro,17,2,Target_Stimuli/male/loro.mp3,1769857615219,0.100,870.100,870.000,0.000,6026.900,1769857615219,1769857621245.9,1500,28,28_trial5_male_loro.wav,870.100,3102.896,2232.796,ok,-40.000,false,
6,1,female,cinta,8,1,Target_Stimuli/female/cinta.mp3,1769857622758,0.100,809.975,809.875,0.000,6011.600,1769857622758,1769857628769.6,1500,28,28_trial6_female_cinta.wav,809.975,2621.500,1811.525,ok,-40.000,false,
7,1,male,lápiz,19,2,Target_Stimuli/male/lapiz.mp3,1769857630287,0.300,898.300,898.000,0.100,6025.900,1769857630287.1,1769857636312.9,1500,28,28_trial7_male_lapiz.wav,898.200,3601.833,2703.633,ok,-40.000,false,
8,1,male,oso,2,1,Target_Stimuli/male/oso.mp3,1769857637837,0.000,806.000,806.000,0.000,6017.600,1769857637837,1769857643854.6,1500,28,28_trial8_male_oso.wav,806.000,2231.000,1425.000,ok,-40.000,false,
9,1,female,cebolla,14,2,Target_Stimuli/female/cebolla.mp3,1769857645376,0.000,880.875,880.875,0.000,6020.000,1769857645376,1769857651396,1500,28,28_trial9_female_cebolla.wav,880.875,,,no_speech_detected,-13.357,true,No onset above threshold after playback end
10,1,female,fresas,9,1,Target_Stimuli/female/fresas.mp3,1769857652914,0.000,1001.875,1001.875,0.000,6023.100,1769857652914,1769857658937.1,1500,28,28_trial10_female_fresas.wav,1001.875,1273.292,271.417,ok,-40.000,false,
11,1,female,lechuga,18,2,Target_Stimuli/female/lechuga.mp3,1769857660453,0.200,1063.075,1062.875,0.100,6019.900,1769857660453.1,1769857666472.9,1500,28,28_trial11_female_lechuga.wav,1062.975,,,no_speech_detected,-7.859,true,No onset above threshold after playback end
12,1,female,grapadora,7,1,Target_Stimuli/female/grapadora.mp3,1769857667982,0.000,1215.875,1215.875,0.000,6021.900,1769857667982,1769857674003.9,1500,28,28_trial12_female_grapadora.wav,1215.875,,,no_speech_detected,-11.146,true,No onset above threshold after playback end
13,1,female,hongos,13,2,Target_Stimuli/female/hongos.mp3,1769857675521,0.200,958.075,957.875,0.000,6026.200,1769857675521,1769857681547.2,1500,28,28_trial13_female_hongos.wav,958.075,,,no_speech_detected,-15.349,true,No onset above threshold after playback end
14,1,male,pato,6,1,Target_Stimuli/male/pato.mp3,1769857683071,0.100,744.100,744.000,0.000,6028.900,1769857683071,1769857689099.9,1500,28,28_trial14_male_pato.wav,744.100,,,no_speech_detected,-20.102,true,No onset above threshold after playback end
15,1,male,gato,21,2,Target_Stimuli/male/gato.mp3,1769857690628,0.200,856.200,856.000,0.100,6026.400,1769857690628.1,1769857696654.4,1500,28,28_trial15_male_gato.wav,856.100,,,no_speech_detected,-20.066,true,No onset above threshold after playback end
16,1,female,elote,12,1,Target_Stimuli/female/elote.mp3,1769857698179,0.200,923.075,922.875,0.100,6018.400,1769857698179.1,1769857704197.4,1500,28,28_trial16_female_elote.wav,922.975,,,no_speech_detected,-9.801,true,No onset above threshold after playback end
17,1,female,pez,24,2,Target_Stimuli/female/pez.mp3,1769857705718,0.200,596.075,595.875,0.100,6026.400,1769857705718.1,1769857711744.4,1500,28,28_trial17_female_pez.wav,595.975,,,no_speech_detected,-16.477,true,No onset above threshold after playback end
18,1,male,manzana,1,1,Target_Stimuli/male/manzana.mp3,1769857713260,0.200,1164.200,1164.000,0.100,6024.900,1769857713260.1,1769857719284.9,1500,28,28_trial18_male_manzana.wav,1164.100,,,no_speech_detected,-11.051,true,No onset above threshold after playback end
