trial,attempt,voice,word,word_id,list,audio_file,trial_start_epoch_ms,playback_onset_ms,playback_end_ms,stimulus_duration_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,playback_end_ms_rel,onset_ms_from_recording_start,latency_ms_from_playback_end,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
1,1,male,ardilla,16,2,Target_Stimuli/male/ardilla.mp3,1769567290777,0.100,1000.100,1000.000,0.100,6017.000,1769567290777.1,1769567296794,1500,22,22_trial1_male_ardilla.wav,1000.000,2198.792,1198.792,ok,-40.000,false,
2,1,male,tijeras,4,1,Target_Stimuli/male/tijeras.mp3,1769567298319,0.000,1008.000,1008.000,0.000,6014.100,1769567298319,1769567304333.1,1500,22,22_trial2_male_tijeras.wav,1008.000,,,no_speech_detected,-14.096,true,No onset above threshold after playback end
3,1,male,pez,24,2,Target_Stimuli/male/pez.mp3,1769567305852,0.000,596.000,596.000,0.000,6019.100,1769567305852,1769567311871.1,1500,22,22_trial3_male_pez.wav,596.000,2280.604,1684.604,ok,-40.000,false,
4,1,female,oso,2,1,Target_Stimuli/female/oso.mp3,1769567313396,0.000,805.875,805.875,0.000,6017.600,1769567313396,1769567319413.6,1500,22,22_trial4_female_oso.wav,805.875,1936.167,1130.292,ok,-40.000,false,
5,1,male,cebolla,14,2,Target_Stimuli/male/cebolla.mp3,1769567320937,0.100,881.100,881.000,0.100,6013.700,1769567320937.1,1769567326950.7,1500,22,22_trial5_male_cebolla.wav,881.000,,,no_speech_detected,-12.298,true,No onset above threshold after playback end
6,1,male,grapadora,7,1,Target_Stimuli/male/grapadora.mp3,1769567328464,0.000,1216.000,1216.000,0.000,6022.900,1769567328464,1769567334486.9,1500,22,22_trial6_male_grapadora.wav,1216.000,,,no_speech_detected,-9.795,true,No onset above threshold after playback end
7,1,female,basurero,23,2,Target_Stimuli/female/basurero.mp3,1769567336017,0.100,1191.975,1191.875,0.000,6011.400,1769567336017,1769567342028.4,1500,22,22_trial7_female_basurero.wav,1191.975,4393.167,3201.192,ok,-40.000,false,
8,1,female,reloj,3,1,Target_Stimuli/female/reloj.mp3,1769567343544,0.000,964.875,964.875,0.000,6014.300,1769567343544,1769567349558.3,1500,22,22_trial8_female_reloj.wav,964.875,2377.896,1413.021,ok,-40.000,false,
9,1,female,lápiz,19,2,Target_Stimuli/female/lapiz.mp3,1769567351084,0.100,897.975,897.875,0.000,6022.000,1769567351084,1769567357106,1500,22,22_trial9_female_lapiz.wav,897.975,,,no_speech_detected,-12.578,true,No onset above threshold after playback end
10,1,male,pato,6,1,Target_Stimuli/male/pato.mp3,1769567358622,0.100,744.100,744.000,0.000,6024.300,1769567358622,1769567364646.3,1500,22,22_trial10_male_pato.wav,744.100,5376.208,4632.108,ok,-40.000,false,
11,1,female,naranja,22,2,Target_Stimuli/female/naranja.mp3,1769567366167,0.100,1120.975,1120.875,0.100,6021.500,1769567366167.1,1769567372188.5,1500,22,22_trial11_female_naranja.wav,1120.875,2974.146,1853.271,ok,-40.000,false,
12,1,female,fresas,9,1,Target_Stimuli/female/fresas.mp3,1769567373709,0.000,1001.875,1001.875,0.000,6023.400,1769567373709,1769567379732.4,1500,22,22_trial12_female_fresas.wav,1001.875,,,no_speech_detected,-16.893,true,No onset above threshold after playback end
13,1,female,hongos,13,2,Target_Stimuli/female/hongos.mp3,1769567381252,0.000,957.875,957.875,0.000,6016.000,1769567381252,1769567387268,1500,22,22_trial13_female_hongos.wav,957.875,,,no_speech_detected,-15.020,true,No onset above threshold after playback end
14,1,female,cinta,8,1,Target_Stimuli/female/cinta.mp3,1769567388780,0.200,810.075,809.875,0.200,6010.100,1769567388780.2,1769567394790.1,1500,22,22_trial14_female_cinta.wav,809.875,2684.104,1874.229,ok,-40.000,false,
15,1,male,lechuga,18,2,Target_Stimuli/male/lechuga.mp3,1769567396300,0.100,1063.100,1063.000,0.100,6011.200,1769567396300.1,1769567402311.2,1500,22,22_trial15_male_lechuga.wav,1063.000,3976.313,2913.313,ok,-40.000,false,
16,1,female,sandía,5,1,Target_Stimuli/female/sandia.mp3,1769567403827,0.100,1075.975,1075.875,0.000,6009.500,1769567403827,1769567409836.5,1500,22,22_trial16_female_sandia.wav,1075.975,2717.604,1641.629,ok,-40.000,false,
17,1,female,cuaderno,15,2,Target_Stimuli/female/cuaderno.mp3,1769567411348,0.100,992.975,992.875,0.100,6023.400,1769567411348.1,1769567417371.4,1500,22,22_trial17_female_cuaderno.wav,992.875,2473.667,1480.792,ok,-40.000,false,
18,1,male,caballo,11,1,Target_Stimuli/male/caballo.mp3,1769567418895,0.100,880.100,880.000,0.100,6019.100,1769567418895.1,1769567424914.1,1500,22,22_trial18_male_caballo.wav,880.000,4057.396,3177.396,ok,-40.000,false,
19,1,male,loro,17,2,Target_Stimuli/male/loro.mp3,1769567426435,0.000,870.000,870.000,0.000,6016.700,1769567426435,1769567432451.7,1500,22,22_trial19_male_loro.wav,870.000,,,no_speech_detected,-9.600,true,No onset above threshold after playback end
20,1,male,manzana,1,1,Target_Stimuli/male/manzana.mp3,1769567433974,0.000,1164.000,1164.000,0.000,6010.100,1769567433974,1769567439984.1,1500,22,22_trial20_male_manzana.wav,1164.000,4028.208,2864.208,ok,-40.000,false,
