trial,attempt,voice,word,word_id,list,audio_file,trial_start_epoch_ms,playback_onset_ms,playback_end_ms,stimulus_duration_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,playback_end_ms_rel,onset_ms_from_recording_start,latency_ms_from_playback_end,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
1,1,female,caballo,11,1,Target_Stimuli/female/caballo.mp3,1768792618418,0.000,879.875,879.875,0.000,6027.100,1768792618418,1768792624445.1,1500,3,3_trial1_female_caballo.wav,879.875,,,no_speech_detected,-15.218,true,No onset above threshold after playback end
2,1,male,pez,24,2,Target_Stimuli/male/pez.mp3,1768792625962,0.200,596.200,596.000,0.100,6013.600,1768792625962.1,1768792631975.6,1500,3,3_trial2_male_pez.wav,596.100,,,no_speech_detected,-18.385,true,No onset above threshold after playback end
3,1,male,pato,6,1,Target_Stimuli/male/pato.mp3,1768792633504,0.300,744.300,744.000,0.100,6017.500,1768792633504.1,1768792639521.5,1500,3,3_trial3_male_pato.wav,744.200,,,no_speech_detected,-21.073,true,No onset above threshold after playback end
4,1,female,lápiz,19,2,Target_Stimuli/female/lapiz.mp3,1768792641029,0.100,897.975,897.875,0.100,6021.100,1768792641029.1,1768792647050.1,1500,3,3_trial4_female_lapiz.wav,897.875,,,no_speech_detected,-13.086,true,No onset above threshold after playback end
5,1,female,sandía,5,1,Target_Stimuli/female/sandia.mp3,1768792648573,0.300,1076.175,1075.875,0.100,6019.200,1768792648573.1,1768792654592.2,1500,3,3_trial5_female_sandia.wav,1076.075,,,no_speech_detected,-12.158,true,No onset above threshold after playback end
6,1,female,hongos,13,2,Target_Stimuli/female/hongos.mp3,1768792656109,0.200,958.075,957.875,0.000,6028.300,1768792656109,1768792662137.3,1500,3,3_trial6_female_hongos.wav,958.075,,,no_speech_detected,-15.165,true,No onset above threshold after playback end
7,1,female,cinta,8,1,Target_Stimuli/female/cinta.mp3,1768792663651,0.100,809.975,809.875,0.000,6013.200,1768792663651,1768792669664.2,1500,3,3_trial7_female_cinta.wav,809.975,,,no_speech_detected,-9.972,true,No onset above threshold after playback end
8,1,female,gato,21,2,Target_Stimuli/female/gato.mp3,1768792671188,0.000,855.875,855.875,0.000,6027.900,1768792671188,1768792677215.9,1500,3,3_trial8_female_gato.wav,855.875,,,no_speech_detected,-16.986,true,No onset above threshold after playback end
9,1,male,elote,12,1,Target_Stimuli/male/elote.mp3,1768792678734,0.000,923.000,923.000,0.000,6016.700,1768792678734,1768792684750.7,1500,3,3_trial9_male_elote.wav,923.000,,,no_speech_detected,-8.054,true,No onset above threshold after playback end
10,1,male,basurero,23,2,Target_Stimuli/male/basurero.mp3,1768792686275,0.300,1192.300,1192.000,0.100,6018.000,1768792686275.1,1768792692293,1500,3,3_trial10_male_basurero.wav,1192.200,,,no_speech_detected,-13.199,true,No onset above threshold after playback end
