trial,word,word_id,list,image_file,trial_start_epoch_ms,image_onset_ms,image_onset_epoch_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,image_onset_ms_rel,onset_ms_from_recording_start,latency_ms_from_image_onset,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
1,ardilla,16,2,ardilla.jpg,1.76951E+12,0.7,1.76951E+12,0.7,6044.2,1.76951E+12,1.76951E+12,1500,10,10_ardilla.wav,0,110.354,110.354,ok,-40,FALSE,
13,basurero,23,2,basurero.jpg,1.76951E+12,1,1.76951E+12,1,6031.9,1.76951E+12,1.76951E+12,1500,10,10_basurero.wav,0,422.708,422.708,ok,-45,TRUE,
12,caballo,11,1,caballo.jpg,1.76951E+12,2,1.76951E+12,2,6021.8,1.76951E+12,1.76951E+12,1500,10,10_caballo.wav,0,5127.5,5127.5,ok,-40,FALSE,
3,cebolla,14,2,cebolla.jpg,1.76951E+12,0.8,1.76951E+12,0.8,6035.1,1.76951E+12,1.76951E+12,1500,10,10_cebolla.wav,0,1714.083,1714.083,ok,-40,FALSE,
24,cinta,8,1,cinta.jpg,1.76951E+12,0.3,1.76951E+12,0.3,6027.1,1.76951E+12,1.76951E+12,1500,10,10_cinta.wav,0,867.958,867.958,ok,-40,FALSE,
21,conejo,20,2,conejo.jpg,1.76951E+12,0.5,1.76951E+12,0.5,6028.7,1.76951E+12,1.76951E+12,1500,10,10_conejo.wav,0,4211.75,4211.75,ok,-40,FALSE,
15,cuaderno,15,2,cuaderno.jpg,1.76951E+12,1.2,1.76951E+12,1.2,6031.2,1.76951E+12,1.76951E+12,1500,10,10_cuaderno.wav,0,1112.75,1112.75,ok,-40,FALSE,
10,elote,12,1,elote.jpg,1.76951E+12,1.4,1.76951E+12,1.4,6020.3,1.76951E+12,1.76951E+12,1500,10,10_elote.wav,0,3721.229,3721.229,ok,-40,FALSE,
20,fresas,9,1,fresas.jpg,1.76951E+12,0.3,1.76951E+12,0.3,6027.1,1.76951E+12,1.76951E+12,1500,10,10_fresas.wav,0,2289,2289,ok,-40,FALSE,
5,gato,21,2,gato.jpg,1.76951E+12,0.4,1.76951E+12,0.5,6027.2,1.76951E+12,1.76951E+12,1500,10,10_gato.wav,0,1820.833,1820.833,ok,-40,FALSE,
4,grapadora,7,1,grapadora.jpg,1.76951E+12,0.4,1.76951E+12,0.5,6033.6,1.76951E+12,1.76951E+12,1500,10,10_grapadora.wav,0,2631.375,2631.375,ok,-40,FALSE,
19,hongos,13,2,hongos.jpg,1.76951E+12,0.2,1.76951E+12,0.2,6022.2,1.76951E+12,1.76951E+12,1500,10,10_hongos.wav,0,988,988,ok,-40,FALSE,
9,lápiz,19,2,lapiz.jpg,1.76951E+12,0.6,1.76951E+12,0.6,6015.7,1.76951E+12,1.76951E+12,1500,10,10_lápiz.wav,0,1312.75,1312.75,ok,-40,FALSE,
7,lechuga,18,2,lechuga.jpg,1.76951E+12,0.3,1.76951E+12,0.3,6025,1.76951E+12,1.76951E+12,1500,10,10_lechuga.wav,0,2988.333,2988.333,ok,-40,FALSE,
11,loro,17,2,loro.jpg,1.76951E+12,0.4,1.76951E+12,0.4,6025,1.76951E+12,1.76951E+12,1500,10,10_loro.wav,0,3627.354,3627.354,ok,-40,FALSE,
6,manzana,1,1,manzana.jpg,1.76951E+12,0.7,1.76951E+12,0.7,6022.4,1.76951E+12,1.76951E+12,1500,10,10_manzana.wav,0,3909.375,3909.375,ok,-40,FALSE,
17,naranja,22,2,naranja.jpg,1.76951E+12,0.4,1.76951E+12,0.4,6016.1,1.76951E+12,1.76951E+12,1500,10,10_naranja.wav,0,4992.938,4992.938,ok,-40,FALSE,
2,oso,2,1,oso.jpg,1.76951E+12,0.2,1.76951E+12,0.2,6031.4,1.76951E+12,1.76951E+12,1500,10,10_oso.wav,0,1897.792,1897.792,ok,-40,FALSE,
18,pato,6,1,pato.jpg,1.76951E+12,0.4,1.76951E+12,0.4,6022.3,1.76951E+12,1.76951E+12,1500,10,10_pato.wav,0,,,no_speech_detected,-45,TRUE,No onset above threshold after image onset
23,pez,24,2,pez.jpg,1.76951E+12,0.7,1.76951E+12,0.7,6040.4,1.76951E+12,1.76951E+12,1500,10,10_pez.wav,0,43.792,43.792,ok,-40,FALSE,
8,reloj,3,1,reloj.jpg,1.76951E+12,0.4,1.76951E+12,0.4,6031.9,1.76951E+12,1.76951E+12,1500,10,10_reloj.wav,0,4615.333,4615.333,ok,-40,FALSE,
22,sandía,5,1,sandia.jpg,1.76951E+12,0.3,1.76951E+12,0.3,6032.9,1.76951E+12,1.76951E+12,1500,10,10_sandía.wav,0,1806.667,1806.667,ok,-40,FALSE,
14,tijeras,4,1,tijeras.jpg,1.76951E+12,0.9,1.76951E+12,0.9,6024.2,1.76951E+12,1.76951E+12,1500,10,10_tijeras.wav,0,285.083,285.083,ok,-40,FALSE,
16,tiza,10,1,tiza.jpg,1.76951E+12,0.4,1.76951E+12,0.4,6018.5,1.76951E+12,1.76951E+12,1500,10,10_tiza.wav,0,2813.396,2813.396,ok,-40,FALSE,
