trial,attempt,voice,word,word_id,list,audio_file,trial_start_epoch_ms,playback_onset_ms,playback_end_ms,stimulus_duration_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,playback_end_ms_rel,onset_ms_from_recording_start,latency_ms_from_playback_end,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
8,1,female,ardilla,16,2,Target_Stimuli/female/ardilla.mp3,1.76951E+12,0.2,1000.075,999.875,0.2,6026.9,1.76951E+12,1.76951E+12,1500,21,21_trial8_female_ardilla.wav,999.875,,,no_speech_detected,-16.009,TRUE,No onset above threshold after playback end
18,1,female,basurero,23,2,Target_Stimuli/female/basurero.mp3,1.76951E+12,0.2,1192.075,1191.875,0.2,6020.7,1.76951E+12,1.76951E+12,1500,21,21_trial18_female_basurero.wav,1191.875,4303.229,3111.354,ok,-40,FALSE,
1,1,female,caballo,11,1,Target_Stimuli/female/caballo.mp3,1.76951E+12,0.1,879.975,879.875,0.1,6029,1.76951E+12,1.76951E+12,1500,21,21_trial1_female_caballo.wav,879.875,,,no_speech_detected,-15.218,TRUE,No onset above threshold after playback end
22,1,female,cebolla,14,2,Target_Stimuli/female/cebolla.mp3,1.76951E+12,0.2,881.075,880.875,0.1,6021.6,1.76951E+12,1.76951E+12,1500,21,21_trial22_female_cebolla.wav,880.975,1908.5,1027.525,ok,-40,FALSE,
3,1,female,cinta,8,1,Target_Stimuli/female/cinta.mp3,1.76951E+12,0.1,809.975,809.875,0.1,6021.6,1.76951E+12,1.76951E+12,1500,21,21_trial3_female_cinta.wav,809.875,2472.542,1662.667,ok,-40,FALSE,
12,1,female,conejo,20,2,Target_Stimuli/female/conejo.mp3,1.76951E+12,0.1,944.975,944.875,0.1,6031.8,1.76951E+12,1.76951E+12,1500,21,21_trial12_female_conejo.wav,944.875,1356.479,411.604,ok,-40,FALSE,
2,1,male,cuaderno,15,2,Target_Stimuli/male/cuaderno.mp3,1.76951E+12,0.2,993.2,993,0.1,6030.6,1.76951E+12,1.76951E+12,1500,21,21_trial2_male_cuaderno.wav,993.1,2776.917,1783.817,ok,-40,FALSE,
23,1,female,elote,12,1,Target_Stimuli/female/elote.mp3,1.76951E+12,0.2,923.075,922.875,0.2,6028.3,1.76951E+12,1.76951E+12,1500,21,21_trial23_female_elote.wav,922.875,,,no_speech_detected,-9.803,TRUE,No onset above threshold after playback end
11,1,female,fresas,9,1,Target_Stimuli/female/fresas.mp3,1.76951E+12,0.2,1002.075,1001.875,0.2,6029.9,1.76951E+12,1.76951E+12,1500,21,21_trial11_female_fresas.wav,1001.875,2501.375,1499.5,ok,-40,FALSE,
14,1,female,gato,21,2,Target_Stimuli/female/gato.mp3,1.76951E+12,0.2,856.075,855.875,0.1,6035.4,1.76951E+12,1.76951E+12,1500,21,21_trial14_female_gato.wav,855.975,3950.063,3094.087,ok,-40,FALSE,
5,1,male,grapadora,7,1,Target_Stimuli/male/grapadora.mp3,1.76951E+12,0.1,1216.1,1216,0.1,6031.2,1.76951E+12,1.76951E+12,1500,21,21_trial5_male_grapadora.wav,1216,4399.896,3183.896,ok,-40,FALSE,
