trial,attempt,voice,word,word_id,list,audio_file,trial_start_epoch_ms,playback_onset_ms,playback_end_ms,stimulus_duration_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,playback_end_ms_rel,onset_ms_from_recording_start,latency_ms_from_playback_end,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
16,1,female,ardilla,16,2,Target_Stimuli/female/ardilla.mp3,1.76923E+12,0,999.875,999.875,0,6019.1,1.76923E+12,1.76923E+12,1500,41,41_trial16_female_ardilla.wav,999.875,3797.688,2797.813,ok,-40,FALSE,
6,1,female,basurero,23,2,Target_Stimuli/female/basurero.mp3,1.76923E+12,0.2,1192.075,1191.875,0.1,6011.6,1.76923E+12,1.76923E+12,1500,41,41_trial6_female_basurero.wav,1191.975,4431.688,3239.712,ok,-40,FALSE,
9,1,male,caballo,11,1,Target_Stimuli/male/caballo.mp3,1.76923E+12,0.1,880.1,880,0.1,6026.3,1.76923E+12,1.76923E+12,1500,41,41_trial9_male_caballo.wav,880,4252.208,3372.208,ok,-40,FALSE,
8,1,male,cebolla,14,2,Target_Stimuli/male/cebolla.mp3,1.76923E+12,0,881,881,0,6015.6,1.76923E+12,1.76923E+12,1500,41,41_trial8_male_cebolla.wav,881,3539.292,2658.292,ok,-40,FALSE,
5,1,female,cinta,8,1,Target_Stimuli/female/cinta.mp3,1.76923E+12,0.2,810.075,809.875,0.1,6012.3,1.76923E+12,1.76923E+12,1500,41,41_trial5_female_cinta.wav,809.975,1021.958,211.983,ok,-40,FALSE,
10,1,male,conejo,20,2,Target_Stimuli/male/conejo.mp3,1.76923E+12,0,945,945,0,6014.5,1.76923E+12,1.76923E+12,1500,41,41_trial10_male_conejo.wav,945,1044.708,99.708,ok,-40,FALSE,
20,1,male,cuaderno,15,2,Target_Stimuli/male/cuaderno.mp3,1.76923E+12,0.5,993.5,993,0,6024.2,1.76923E+12,1.76923E+12,1500,41,41_trial20_male_cuaderno.wav,993.5,5297.958,4304.458,ok,-40,FALSE,
11,1,female,elote,12,1,Target_Stimuli/female/elote.mp3,1.76923E+12,0.1,922.975,922.875,0,6022.6,1.76923E+12,1.76923E+12,1500,41,41_trial11_female_elote.wav,922.975,1095.125,172.15,ok,-40,FALSE,
19,1,female,fresas,9,1,Target_Stimuli/female/fresas.mp3,1.76923E+12,0,1001.875,1001.875,0,6025.3,1.76923E+12,1.76923E+12,1500,41,41_trial19_female_fresas.wav,1001.875,,,no_speech_detected,-17.152,TRUE,No onset above threshold after playback end
2,1,male,gato,21,2,Target_Stimuli/male/gato.mp3,1.76923E+12,0.1,856.1,856,0.1,6024.1,1.76923E+12,1.76923E+12,1500,41,41_trial2_male_gato.wav,856,5624.875,4768.875,ok,-40,FALSE,
3,1,male,grapadora,7,1,Target_Stimuli/male/grapadora.mp3,1.76923E+12,0.1,1216.1,1216,0,6020.5,1.76923E+12,1.76923E+12,1500,41,41_trial3_male_grapadora.wav,1216.1,2422.063,1205.962,ok,-40,FALSE,
