trial,attempt,voice,word,word_id,list,audio_file,trial_start_epoch_ms,playback_onset_ms,playback_end_ms,stimulus_duration_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,playback_end_ms_rel,onset_ms_from_recording_start,latency_ms_from_playback_end,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
11,1,male,ardilla,16,2,Target_Stimuli/male/ardilla.mp3,1.76957E+12,0.1,1000.1,1000,0.1,6011.5,1.76957E+12,1.76957E+12,1500,14,014_trial11_male_ardilla.wav,1000,,,no_speech_detected,-13.537,TRUE,No onset above threshold after playback end
5,1,female,basurero,23,2,Target_Stimuli/female/basurero.mp3,1.76957E+12,0.1,1191.975,1191.875,0.1,6011,1.76957E+12,1.76957E+12,1500,14,014_trial5_female_basurero.wav,1191.875,3386.396,2194.521,ok,-40,FALSE,
24,1,male,caballo,11,1,Target_Stimuli/male/caballo.mp3,1.76957E+12,0,880,880,0,6008.2,1.76957E+12,1.76957E+12,1500,14,014_trial24_male_caballo.wav,880,3546.271,2666.271,ok,-40,FALSE,
1,1,male,cebolla,14,2,Target_Stimuli/male/cebolla.mp3,1.76957E+12,0,881,881,0,6015.2,1.76957E+12,1.76957E+12,1500,14,014_trial1_male_cebolla.wav,881,,,no_speech_detected,-12.297,TRUE,No onset above threshold after playback end
14,1,male,cinta,8,1,Target_Stimuli/male/cinta.mp3,1.76957E+12,0,810,810,0,6009,1.76957E+12,1.76957E+12,1500,14,014_trial14_male_cinta.wav,810,,,no_speech_detected,-10.828,TRUE,No onset above threshold after playback end
21,1,female,conejo,20,2,Target_Stimuli/female/conejo.mp3,1.76957E+12,0.1,944.975,944.875,0,6010.7,1.76957E+12,1.76957E+12,1500,14,014_trial21_female_conejo.wav,944.975,4395.313,3450.338,ok,-40,FALSE,
7,1,female,cuaderno,15,2,Target_Stimuli/female/cuaderno.mp3,1.76957E+12,0.1,992.975,992.875,0,6008.6,1.76957E+12,1.76957E+12,1500,14,014_trial7_female_cuaderno.wav,992.975,,,no_speech_detected,-12.092,TRUE,No onset above threshold after playback end
22,1,male,elote,12,1,Target_Stimuli/male/elote.mp3,1.76957E+12,0.1,923.1,923,0,6010.7,1.76957E+12,1.76957E+12,1500,14,014_trial22_male_elote.wav,923.1,4000.292,3077.192,ok,-40,FALSE,
18,1,female,fresas,9,1,Target_Stimuli/female/fresas.mp3,1.76957E+12,0,1001.875,1001.875,0,6010.2,1.76957E+12,1.76957E+12,1500,14,014_trial18_female_fresas.wav,1001.875,,,no_speech_detected,-17.281,TRUE,No onset above threshold after playback end
15,1,male,gato,21,2,Target_Stimuli/male/gato.mp3,1.76957E+12,0.1,856.1,856,0.1,6012.3,1.76957E+12,1.76957E+12,1500,14,014_trial15_male_gato.wav,856,2808.417,1952.417,ok,-40,FALSE,
16,1,male,grapadora,7,1,Target_Stimuli/male/grapadora.mp3,1.76957E+12,0.1,1216.1,1216,0.1,6011.4,1.76957E+12,1.76957E+12,1500,14,014_trial16_male_grapadora.wav,1216,3693.271,2477.271,ok,-40,FALSE,
17,1,female,hongos,13,2,Target_Stimuli/female/hongos.mp3,1.76957E+12,0,957.875,957.875,0,6011.2,1.76957E+12,1.76957E+12,1500,14,014_trial17_female_hongos.wav,957.875,,,no_speech_detected,-15.347,TRUE,No onset above threshold after playback end
3,1,female,lapiz,19,2,Target_Stimuli/female/lapiz.mp3,1.76957E+12,0,897.875,897.875,0,6010.3,1.76957E+12,1.76957E+12,1500,14,014_trial3_female_lapiz.wav,897.875,2056.063,1158.188,ok,-40,FALSE,
23,1,male,lechuga,18,2,Target_Stimuli/male/lechuga.mp3,1.76957E+12,0.1,1063.1,1063,0.1,6011,1.76957E+12,1.76957E+12,1500,14,014_trial23_male_lechuga.wav,1063,2870.583,1807.583,ok,-40,FALSE,
13,1,female,loro,17,2,Target_Stimuli/female/loro.mp3,1.76957E+12,0,869.875,869.875,0,6006.6,1.76957E+12,1.76957E+12,1500,14,014_trial13_female_loro.wav,869.875,1988.917,1119.042,ok,-40,FALSE,
12,1,female,manzana,1,1,Target_Stimuli/female/manzana.mp3,1.76957E+12,0,1163.875,1163.875,0,6004.9,1.76957E+12,1.76957E+12,1500,14,014_trial12_female_manzana.wav,1163.875,2294.604,1130.729,ok,-40,FALSE,
19,1,male,naranja,22,2,Target_Stimuli/male/naranja.mp3,1.76957E+12,0.1,1121.1,1121,0.1,6011.7,1.76957E+12,1.76957E+12,1500,14,014_trial19_male_naranja.wav,1121,,,no_speech_detected,-10.301,TRUE,No onset above threshold after playback end
2,1,female,oso,2,1,Target_Stimuli/female/oso.mp3,1.76957E+12,0,805.875,805.875,0,6011.4,1.76957E+12,1.76957E+12,1500,14,014_trial2_female_oso.wav,805.875,1913.354,1107.479,ok,-40,FALSE,
8,1,male,pato,6,1,Target_Stimuli/male/pato.mp3,1.76957E+12,0,744,744,0,6011,1.76957E+12,1.76957E+12,1500,14,014_trial8_male_pato.wav,744,3230.104,2486.104,ok,-40,FALSE,
9,1,male,pez,24,2,Target_Stimuli/male/pez.mp3,1.76957E+12,0.1,596.1,596,0.1,6006.5,1.76957E+12,1.76957E+12,1500,14,014_trial9_male_pez.wav,596,,,no_speech_detected,-18.384,TRUE,No onset above threshold after playback end
10,1,male,reloj,3,1,Target_Stimuli/male/reloj.mp3,1.76957E+12,0.1,965.1,965,0,6006.5,1.76957E+12,1.76957E+12,1500,14,014_trial10_male_reloj.wav,965.1,3404.792,2439.692,ok,-40,FALSE,
20,1,female,sandía,5,1,Target_Stimuli/female/sandia.mp3,1.76957E+12,0,1075.875,1075.875,0,6012.6,1.76957E+12,1.76957E+12,1500,14,014_trial20_female_sandia.wav,1075.875,3273.479,2197.604,ok,-40,FALSE,
6,1,female,tijeras,4,1,Target_Stimuli/female/tijeras.mp3,1.76957E+12,0,1007.875,1007.875,0,6011.8,1.76957E+12,1.76957E+12,1500,14,014_trial6_female_tijeras.wav,1007.875,,,no_speech_detected,-15.083,TRUE,No onset above threshold after playback end
4,1,female,tiza,10,1,Target_Stimuli/female/tiza.mp3,1.76957E+12,0.1,796.975,796.875,0,6011.7,1.76957E+12,1.76957E+12,1500,14,014_trial4_female_tiza.wav,796.975,5517.104,4720.129,ok,-40,FALSE,
