trial,word,word_id,list,image_file,trial_start_epoch_ms,image_onset_ms,image_onset_epoch_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,image_onset_ms_rel,onset_ms_from_recording_start,latency_ms_from_image_onset,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
18,ardilla,16,2,ardilla.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6013.3,1.76923E+12,1.76923E+12,1500,41,41_ardilla.wav,0,2487.625,2487.625,ok,-40,FALSE,
10,basurero,23,2,basurero.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6024.3,1.76923E+12,1.76923E+12,1500,41,41_basurero.wav,0,3467.979,3467.979,ok,-40,FALSE,
17,caballo,11,1,caballo.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6018.3,1.76923E+12,1.76923E+12,1500,41,41_caballo.wav,0,2225.104,2225.104,ok,-40,FALSE,
22,cebolla,14,2,cebolla.jpg,1.76923E+12,0.2,1.76923E+12,0.2,6023.1,1.76923E+12,1.76923E+12,1500,41,41_cebolla.wav,0,2296.563,2296.563,ok,-40,FALSE,
1,cinta,8,1,cinta.jpg,1.76923E+12,0.4,1.76923E+12,0.4,6012.7,1.76923E+12,1.76923E+12,1500,41,41_cinta.wav,0,1294.188,1294.188,ok,-40,FALSE,
20,conejo,20,2,conejo.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6018.5,1.76923E+12,1.76923E+12,1500,41,41_conejo.wav,0,3753.5,3753.5,ok,-40,FALSE,
8,cuaderno,15,2,cuaderno.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6028.6,1.76923E+12,1.76923E+12,1500,41,41_cuaderno.wav,0,2269.688,2269.688,ok,-40,FALSE,
7,elote,12,1,elote.jpg,1.76923E+12,0.2,1.76923E+12,0.2,6014.6,1.76923E+12,1.76923E+12,1500,41,41_elote.wav,0,2008.271,2008.271,ok,-40,FALSE,
11,fresas,9,1,fresas.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6018.7,1.76923E+12,1.76923E+12,1500,41,41_fresas.wav,0,2689.083,2689.083,ok,-40,FALSE,
14,gato,21,2,gato.jpg,1.76923E+12,0.2,1.76923E+12,0.2,6018.9,1.76923E+12,1.76923E+12,1500,41,41_gato.wav,0,1764.854,1764.854,ok,-40,FALSE,
19,grapadora,7,1,grapadora.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6014.6,1.76923E+12,1.76923E+12,1500,41,41_grapadora.wav,0,2369.646,2369.646,ok,-40,FALSE,
16,hongos,13,2,hongos.jpg,1.76923E+12,0.4,1.76923E+12,0.4,6012.5,1.76923E+12,1.76923E+12,1500,41,41_hongos.wav,0,2756.208,2756.208,ok,-40,FALSE,
6,lápiz,19,2,lapiz.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6021.2,1.76923E+12,1.76923E+12,1500,41,41_lápiz.wav,0,1758.938,1758.938,ok,-40,FALSE,
24,lechuga,18,2,lechuga.jpg,1.76923E+12,0,1.76923E+12,0,6014.9,1.76923E+12,1.76923E+12,1500,41,41_lechuga.wav,0,3790,3790,ok,-40,FALSE,
2,loro,17,2,loro.jpg,1.76923E+12,0.2,1.76923E+12,0.2,6013.1,1.76923E+12,1.76923E+12,1500,41,41_loro.wav,0,1214.313,1214.313,ok,-40,FALSE,
13,manzana,1,1,manzana.jpg,1.76923E+12,0.2,1.76923E+12,0.2,6017.9,1.76923E+12,1.76923E+12,1500,41,41_manzana.wav,0,2402.833,2402.833,ok,-40,FALSE,
12,naranja,22,2,naranja.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6022.7,1.76923E+12,1.76923E+12,1500,41,41_naranja.wav,0,1718.146,1718.146,ok,-40,FALSE,
21,oso,2,1,oso.jpg,1.76923E+12,0,1.76923E+12,0,6016.5,1.76923E+12,1.76923E+12,1500,41,41_oso.wav,0,3900.604,3900.604,ok,-40,FALSE,
5,pato,6,1,pato.jpg,1.76923E+12,0.4,1.76923E+12,0.4,6014.8,1.76923E+12,1.76923E+12,1500,41,41_pato.wav,0,1751.479,1751.479,ok,-40,FALSE,
4,pez,24,2,pez.jpg,1.76923E+12,0.2,1.76923E+12,0.2,6025.3,1.76923E+12,1.76923E+12,1500,41,41_pez.wav,0,1512.458,1512.458,ok,-40,FALSE,
23,reloj,3,1,reloj.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6025.4,1.76923E+12,1.76923E+12,1500,41,41_reloj.wav,0,1968.583,1968.583,ok,-40,FALSE,
3,sandía,5,1,sandia.jpg,1.76923E+12,0.3,1.76923E+12,0.3,6012.4,1.76923E+12,1.76923E+12,1500,41,41_sandía.wav,0,2629.792,2629.792,ok,-40,FALSE,
15,tijeras,4,1,tijeras.jpg,1.76923E+12,0.1,1.76923E+12,0.1,6018.2,1.76923E+12,1.76923E+12,1500,41,41_tijeras.wav,0,2347.146,2347.146,ok,-40,FALSE,
9,tiza,10,1,tiza.jpg,1.76923E+12,0,1.76923E+12,0,6010.6,1.76923E+12,1.76923E+12,1500,41,41_tiza.wav,0,1549.813,1549.813,ok,-40,FALSE,
