trial,attempt,voice,word,word_id,list,audio_file,trial_start_epoch_ms,playback_onset_ms,playback_end_ms,stimulus_duration_ms,recording_start_ms,recording_end_ms,recording_start_epoch_ms,recording_end_epoch_ms,iti_ms,participant_id,recording_file,playback_end_ms_rel,onset_ms_from_recording_start,latency_ms_from_playback_end,latency_status,latency_dynamic_threshold_db,latency_fallback_used,latency_note
14,1,female,ardilla,16,2,Target_Stimuli/female/ardilla.mp3,1.76948E+12,0.2,1000.075,999.875,0.1,6017,1.76948E+12,1.76948E+12,1500,15,15_trial14_female_ardilla.wav,999.975,,,no_speech_detected,-15.95,TRUE,No onset above threshold after playback end
4,1,male,basurero,23,2,Target_Stimuli/male/basurero.mp3,1.76948E+12,0.2,1192.2,1192,0.1,6034.5,1.76948E+12,1.76948E+12,1500,15,15_trial4_male_basurero.wav,1192.1,1690.479,498.379,ok,-40,FALSE,
17,1,male,caballo,11,1,Target_Stimuli/male/caballo.mp3,1.76948E+12,0,880,880,0,6023.1,1.76948E+12,1.76948E+12,1500,15,15_trial17_male_caballo.wav,880,1671.833,791.833,ok,-40,FALSE,
8,1,female,cebolla,14,2,Target_Stimuli/female/cebolla.mp3,1.76948E+12,0.2,881.075,880.875,0.1,6020.3,1.76948E+12,1.76948E+12,1500,15,15_trial8_female_cebolla.wav,880.975,,,no_speech_detected,-12.884,TRUE,No onset above threshold after playback end
5,1,male,cinta,8,1,Target_Stimuli/male/cinta.mp3,1.76948E+12,0.1,810.1,810,0,6018.9,1.76948E+12,1.76948E+12,1500,15,15_trial5_male_cinta.wav,810.1,1844.333,1034.233,ok,-40,FALSE,
6,1,male,conejo,20,2,Target_Stimuli/male/conejo.mp3,1.76948E+12,0.1,945.1,945,0.1,6022.3,1.76948E+12,1.76948E+12,1500,15,15_trial6_male_conejo.wav,945,2679.354,1734.354,ok,-40,FALSE,
12,1,female,cuaderno,15,2,Target_Stimuli/female/cuaderno.mp3,1.76948E+12,0.2,993.075,992.875,0.1,6024.6,1.76948E+12,1.76948E+12,1500,15,15_trial12_female_cuaderno.wav,992.975,2525.25,1532.275,ok,-40,FALSE,
15,1,female,elote,12,1,Target_Stimuli/female/elote.mp3,1.76948E+12,0.4,923.275,922.875,0.2,6018.4,1.76948E+12,1.76948E+12,1500,15,15_trial15_female_elote.wav,923.075,1251.271,328.196,ok,-40,FALSE,
3,1,female,fresas,9,1,Target_Stimuli/female/fresas.mp3,1.76948E+12,0.2,1002.075,1001.875,0,6048.3,1.76948E+12,1.76948E+12,1500,15,15_trial3_female_fresas.wav,1002.075,1556.188,554.112,ok,-40,FALSE,
16,1,female,gato,21,2,Target_Stimuli/female/gato.mp3,1.76948E+12,0.5,856.375,855.875,0.1,6013.6,1.76948E+12,1.76948E+12,1500,15,15_trial16_female_gato.wav,856.275,3698.854,2842.579,ok,-40,FALSE,
11,1,male,grapadora,7,1,Target_Stimuli/male/grapadora.mp3,1.76948E+12,1.2,1217.2,1216,0.3,6021.2,1.76948E+12,1.76948E+12,1500,15,15_trial11_male_grapadora.wav,1216.9,3896.021,2679.121,ok,-40,FALSE,
20,1,male,hongos,13,2,Target_Stimuli/male/hongos.mp3,1.76948E+12,0.2,958.2,958,0.2,6026,1.76948E+12,1.76948E+12,1500,15,15_trial20_male_hongos.wav,958,1759.771,801.771,ok,-40,FALSE,
10,1,male,lapiz,19,2,Target_Stimuli/male/lapiz.mp3,1.76948E+12,0.2,898.2,898,0,6023.2,1.76948E+12,1.76948E+12,1500,15,15_trial10_male_lapiz.wav,898.2,1474.417,576.217,ok,-40,FALSE,
18,1,female,lechuga,18,2,Target_Stimuli/female/lechuga.mp3,1.76948E+12,0.1,1062.975,1062.875,0.1,6017.4,1.76948E+12,1.76948E+12,1500,15,15_trial18_female_lechuga.wav,1062.875,2429.854,1366.979,ok,-40,FALSE,
24,1,male,loro,17,2,Target_Stimuli/male/loro.mp3,1.76948E+12,0.2,870.2,870,0.1,6027.6,1.76948E+12,1.76948E+12,1500,15,15_trial24_male_loro.wav,870.1,2091.083,1220.983,ok,-40,FALSE,
7,1,female,manzana,1,1,Target_Stimuli/female/manzana.mp3,1.76948E+12,0.1,1163.975,1163.875,0,6023.5,1.76948E+12,1.76948E+12,1500,15,15_trial7_female_manzana.wav,1163.975,,,no_speech_detected,-13.789,TRUE,No onset above threshold after playback end
2,1,female,naranja,22,2,Target_Stimuli/female/naranja.mp3,1.76948E+12,1.1,1121.975,1120.875,0.1,6045.8,1.76948E+12,1.76948E+12,1500,15,15_trial2_female_naranja.wav,1121.875,1362.104,240.229,ok,-40,FALSE,
19,1,female,oso,2,1,Target_Stimuli/female/oso.mp3,1.76948E+12,0,805.875,805.875,0,6030.9,1.76948E+12,1.76948E+12,1500,15,15_trial19_female_oso.wav,805.875,1553.896,748.021,ok,-40,FALSE,
1,1,male,pato,6,1,Target_Stimuli/male/pato.mp3,1.76948E+12,0.1,744.1,744,0,6035.3,1.76948E+12,1.76948E+12,1500,15,15_trial1_male_pato.wav,744.1,1297.479,553.379,ok,-40,FALSE,
22,1,male,pez,24,2,Target_Stimuli/male/pez.mp3,1.76948E+12,0.1,596.1,596,0,6015.7,1.76948E+12,1.76948E+12,1500,15,15_trial22_male_pez.wav,596.1,3965.458,3369.358,ok,-40,FALSE,
23,1,female,reloj,3,1,Target_Stimuli/female/reloj.mp3,1.76948E+12,0.1,964.975,964.875,0,6014.9,1.76948E+12,1.76948E+12,1500,15,15_trial23_female_reloj.wav,964.975,2867.583,1902.608,ok,-40,FALSE,
9,1,male,sandía,5,1,Target_Stimuli/male/sandia.mp3,1.76948E+12,1,1946.958,1945.958,0.1,6027.9,1.76948E+12,1.76948E+12,1500,15,15_trial9_male_sandia.wav,1946.858,2001.854,54.996,ok,-40,FALSE,
13,1,male,tijeras,4,1,Target_Stimuli/male/tijeras.mp3,1.76948E+12,0,1008,1008,0,6028.4,1.76948E+12,1.76948E+12,1500,15,15_trial13_male_tijeras.wav,1008,3139.521,2131.521,ok,-40,FALSE,
21,1,female,tiza,10,1,Target_Stimuli/female/tiza.mp3,1.76948E+12,0.5,797.375,796.875,0.2,6012,1.76948E+12,1.76948E+12,1500,15,15_trial21_female_tiza.wav,797.175,1317.125,519.95,ok,-40,FALSE,
